,Location,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
67,Hungary,0.601644,0.6095141,0.62519974,0.6437673,0.6616077,0.67440206,0.6843086,0.69464034,0.7033218,0.7091246,0.7122248,0.71102124,0.70389515,0.69580656,0.6878707,0.68565625,0.6896512,0.6953693,0.6869321,0.66598654
68,Iceland,0.89515936,0.9002579,0.90850645,0.91761947,0.9265083,0.93291277,0.9384967,0.94387454,0.94888556,0.95259005,0.95691323,0.96512467,0.97582734,0.9876359,0.9991044,1.0089681,1.013867,1.0184127,1.0173397,1.0127506
69,India,0.43621576,0.4358595,0.43561068,0.43523476,0.43494433,0.43482798,0.4367396,0.44101655,0.44611567,0.45047474,0.45251316,0.45272124,0.4525742,0.4523283,0.4524672,0.4530052,0.47992647,0.50709146,0.5075485,0.50767326
70,Indonesia,0.43050805,0.4301717,0.42978504,0.42935172,0.4288986,0.4287213,0.42891333,0.42940825,0.42997968,0.43055695,0.43064708,0.4300125,0.42884377,0.42748815,0.4265611,0.42605552,0.44420654,0.46235514,0.46289718,0.46212736
71,Iraq,0.4096478,0.4080313,0.40495974,0.40204564,0.39794824,0.39367393,0.39004487,0.3867613,0.383635,0.38018692,0.3771321,0.37476426,0.3734553,0.37033948,0.3677202,0.36402923,0.35666388,0.35112464,0.35109264,0.35234725
72,Ireland,1.1531256,1.1848962,1.2342185,1.2863971,1.3281798,1.3465034,1.3382968,1.3130181,1.2829487,1.2593273,1.2493225,1.249024,1.2490648,1.2505863,1.2541131,1.2590232,1.2650769,1.2687448,1.2570345,1.2269015
73,Israel,0.7052801,0.70788044,0.71158046,0.71497643,0.7183926,0.7228782,0.73070335,0.7438165,0.75856155,0.77234346,0.7805198,0.78484386,0.7874383,0.7903073,0.79280895,0.79568547,0.8077858,0.81906885,0.81338847,0.7973822
74,Italy,1.2090104,1.2106093,1.2223952,1.2379905,1.2509145,1.2536199,1.2492402,1.2439673,1.237591,1.2296044,1.2197285,1.1931524,1.1447223,1.0892051,1.0399675,1.0104123,1.0008309,0.9966875,0.97791207,0.9406238
75,Jamaica,1.0165241,1.0175163,1.0204624,1.0225658,1.0244321,1.025877,1.0256909,1.0247546,1.0247452,1.0239656,1.0232115,1.020257,1.012876,1.0036185,0.9958987,0.9929724,0.9965799,1.0001165,1.0012387,1.0019504
76,Japan,0.7644053,0.765922,0.7673578,0.7687141,0.7699269,0.7712665,0.7726788,0.774415,0.77591985,0.7770014,0.77762717,0.77754736,0.77639496,0.77481353,0.7738668,0.77385557,0.77949095,0.7858877,0.7855745,0.7818802
77,Jordan,0.35439327,0.35423648,0.3541706,0.3544215,0.35507286,0.35727492,0.36058345,0.36664864,0.37386724,0.38109133,0.38651058,0.39120108,0.39501756,0.39828753,0.40285972,0.4072197,0.41595304,0.42309475,0.42326155,0.42208973
78,Kazakhstan,0.78063995,0.7865024,0.7930571,0.79786783,0.8016593,0.80403626,0.8062952,0.8080812,0.8087261,0.8087671,0.8072746,0.8026942,0.79282576,0.781492,0.7708844,0.7636793,0.75959057,0.7567991,0.7565944,0.7575427
79,Kenya,0.26888052,0.26929504,0.269827,0.27044025,0.2710865,0.2714618,0.27642322,0.28833735,0.30189955,0.3137125,0.3185108,0.3180139,0.31713128,0.31591704,0.31489226,0.31464282,0.31762844,0.32090613,0.3216322,0.32205552
80,Kiribati,0.6606078,0.66053855,0.6606642,0.6604161,0.6602219,0.660372,0.66109157,0.6614443,0.6622644,0.66390365,0.66330194,0.6613585,0.6614124,0.661178,0.6602628,0.65911704,0.66143346,0.66408587,0.6642136,0.6635572
81,Kuwait,0.38794184,0.38849172,0.38937324,0.39058477,0.39226484,0.39368236,0.39694396,0.40231857,0.4081214,0.41410452,0.41863513,0.4200037,0.42152062,0.42334247,0.4245673,0.42712432,0.4377154,0.4459242,0.44595194,0.4442278
82,Kyrgyzstan,0.54221165,0.545102,0.54848856,0.55118,0.55372375,0.5543137,0.5537485,0.55284405,0.5519479,0.5502875,0.54890305,0.54589266,0.541119,0.5371605,0.5318934,0.5276287,0.52213293,0.5188365,0.5184445,0.5188259
83,Latvia,1.3521849,1.3578166,1.3687068,1.3786352,1.3849137,1.3848962,1.3625766,1.3170643,1.2617817,1.2143095,1.1871709,1.177932,1.169443,1.1637924,1.160575,1.1612929,1.1689347,1.1794074,1.1828083,1.1780778
84,Lebanon,0.5035602,0.512877,0.52293164,0.53475726,0.54669136,0.5596684,0.5734679,0.5890669,0.60419124,0.62061256,0.63500285,0.649656,0.66466457,0.6797445,0.69228894,0.70140797,0.71800256,0.729953,0.72829205,0.7192378
85,Lesotho,0.5690321,0.5717686,0.5757494,0.57869786,0.58192563,0.58369917,0.58493507,0.5858309,0.5861261,0.5877446,0.58845747,0.5894021,0.5913611,0.59239405,0.5941672,0.59583175,0.5953481,0.5943106,0.59459513,0.59424204
86,Liberia,0.3773693,0.37935373,0.38285604,0.38687742,0.39075154,0.39304513,0.39356723,0.3946924,0.3949438,0.39571455,0.3968335,0.39655185,0.3957122,0.3955562,0.39569896,0.3955672,0.39927658,0.40250957,0.4030665,0.40265366
