,Location,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
64,Guyana,0.15826316,0.15924051,0.15986942,0.16050163,0.16113308,0.16186844,0.1629183,0.16413583,0.16548361,0.16689023,0.16824934,0.16987607,0.17237528,0.17457837,0.17667253,0.17927524,0.18182853,0.18465064,0.18596709,0.18756384
65,Haiti,0.12060136,0.12055228,0.12060224,0.12023654,0.11993231,0.119868636,0.119984366,0.119456,0.119280785,0.11909305,0.11932785,0.11912634,0.11947589,0.11942605,0.1197147,0.119706765,0.12031896,0.12105197,0.121481515,0.122097835
66,Honduras,0.14885662,0.14913544,0.1495738,0.14976467,0.15026908,0.15073518,0.1515501,0.1530107,0.15441974,0.15615453,0.15747672,0.15817018,0.15924822,0.15984248,0.16068864,0.16134734,0.16356038,0.16528869,0.165937,0.16721901
67,Hungary,0.15561762,0.15724273,0.15927602,0.1612995,0.16414116,0.16581747,0.16702826,0.16784392,0.16832568,0.16955006,0.17003523,0.17111102,0.17200856,0.17355245,0.17467798,0.1756871,0.1772673,0.17886762,0.1810569,0.18352778
68,Iceland,0.39862582,0.40225676,0.40584588,0.41044316,0.4142604,0.41760436,0.4186797,0.42066166,0.4236083,0.42724344,0.43062752,0.43261614,0.43440154,0.43522727,0.43664953,0.4386102,0.44375566,0.4492799,0.45187095,0.4541073
69,India,0.092336304,0.09329066,0.09443422,0.095645495,0.09693838,0.098358355,0.09983761,0.1016769,0.10367364,0.10568983,0.107744016,0.1098417,0.112043165,0.1143172,0.116785534,0.119307235,0.12249933,0.12542169,0.12748422,0.12927622
70,Indonesia,0.08756528,0.087751225,0.08792247,0.08805395,0.0882909,0.08871076,0.08924822,0.09026085,0.091443494,0.09275786,0.094087526,0.095612966,0.097588986,0.09973334,0.10181476,0.10385734,0.10617466,0.108205184,0.109677225,0.11084955
71,Iraq,0.16656521,0.1667136,0.1683225,0.1702998,0.17197533,0.17408367,0.1760812,0.17760634,0.17927833,0.1813843,0.18325503,0.1858655,0.18963778,0.19338644,0.19726977,0.20030761,0.20368207,0.20604564,0.20742999,0.20871633
72,Ireland,0.36038065,0.3677624,0.37604487,0.38347605,0.39016694,0.3944639,0.39766064,0.40047342,0.4032887,0.40541512,0.40874636,0.41121358,0.41329166,0.41544262,0.41831318,0.42157215,0.43225074,0.44323313,0.45007327,0.45577717
73,Israel,0.3222211,0.3266731,0.33432648,0.3422286,0.34940314,0.3531374,0.3546561,0.35622182,0.3572651,0.3585309,0.35982054,0.36184913,0.36451,0.36824352,0.37171817,0.3747271,0.37869108,0.38204062,0.3846552,0.38732913
